Site,Date,Time,DateTime,Month,tempC,I,GPP.instant,K.instant,ER.instant,DO.meas,atmo.pressure
Site2,10/25/2022,1:36:00 PM,10/25/2022 13:36,10,16.84,76.6758,0.1038,0.103,0.2467,8.17,0.98
Site2,10/25/2022,1:41:00 PM,10/25/2022 13:41,10,16.87,60.6445,0.0821,0.1031,0.2473,8.33,0.98
Site2,10/25/2022,1:46:00 PM,10/25/2022 13:46,10,16.87,60.6445,0.0821,0.1031,0.2473,8.33,0.98
Site2,10/25/2022,1:51:00 PM,10/25/2022 13:51,10,16.87,15.321,0.0207,0.1031,0.2473,8.26,0.98
Site2,10/25/2022,1:56:00 PM,10/25/2022 13:56,10,16.87,15.321,0.0207,0.1031,0.2473,8.26,0.98
Site2,10/25/2022,2:01:00 PM,10/25/2022 14:01,10,16.86,27.4214,0.0371,0.103,0.247,7.96,0.98
Site2,10/25/2022,2:06:00 PM,10/25/2022 14:06,10,16.86,27.4214,0.0371,0.103,0.247,7.96,0.98
Site2,10/25/2022,2:11:00 PM,10/25/2022 14:11,10,16.85,36.8461,0.0499,0.103,0.2468,7.68,0.98
Site2,10/25/2022,2:16:00 PM,10/25/2022 14:16,10,16.85,36.8461,0.0499,0.103,0.2468,7.68,0.98
Site2,10/25/2022,2:21:00 PM,10/25/2022 14:21,10,16.86,18.9381,0.0256,0.103,0.247,7.61,0.98
Site2,10/25/2022,2:26:00 PM,10/25/2022 14:26,10,16.86,18.9381,0.0256,0.103,0.247,7.61,0.98
Site2,10/25/2022,2:31:00 PM,10/25/2022 14:31,10,16.85,18.9262,0.0256,0.103,0.2468,7.56,0.98
Site2,10/25/2022,2:36:00 PM,10/25/2022 14:36,10,16.85,18.9262,0.0256,0.103,0.2468,7.56,0.98
Site2,10/25/2022,2:41:00 PM,10/25/2022 14:41,10,16.87,12.136,0.0164,0.1031,0.2471,7.5,0.98
Site2,10/25/2022,2:46:00 PM,10/25/2022 14:46,10,16.87,12.136,0.0164,0.1031,0.2471,7.5,0.98
Site2,10/25/2022,2:51:00 PM,10/25/2022 14:51,10,16.84,5.5263,0.0075,0.103,0.2467,7.43,0.98
Site2,10/25/2022,2:56:00 PM,10/25/2022 14:56,10,16.84,5.5263,0.0075,0.103,0.2467,7.43,0.98
Site2,10/25/2022,3:01:00 PM,10/25/2022 15:01,10,16.82,5.3443,0.0072,0.103,0.2464,7.27,0.98
Site2,10/25/2022,3:06:00 PM,10/25/2022 15:06,10,16.82,5.3443,0.0072,0.103,0.2464,7.27,0.98
Site2,10/25/2022,3:11:00 PM,10/25/2022 15:11,10,16.78,3.2545,0.0044,0.1029,0.2457,7.13,0.98
Site2,10/25/2022,3:16:00 PM,10/25/2022 15:16,10,16.78,3.2545,0.0044,0.1029,0.2457,7.13,0.98
Site2,10/25/2022,3:21:00 PM,10/25/2022 15:21,10,16.76,3.2249,0.0044,0.1028,0.2454,7.07,0.98
Site2,10/25/2022,3:26:00 PM,10/25/2022 15:26,10,16.76,3.2249,0.0044,0.1028,0.2454,7.07,0.98
Site2,10/25/2022,3:31:00 PM,10/25/2022 15:31,10,16.76,2.8009,0.0038,0.1028,0.2454,7.17,0.98
Site2,10/25/2022,3:36:00 PM,10/25/2022 15:36,10,16.76,2.8009,0.0038,0.1028,0.2454,7.17,0.98
Site2,10/25/2022,3:41:00 PM,10/25/2022 15:41,10,16.78,1.9765,0.0027,0.1029,0.2457,7.47,0.98
Site2,10/25/2022,3:46:00 PM,10/25/2022 15:46,10,16.78,1.9765,0.0027,0.1029,0.2457,7.47,0.98
Site2,10/25/2022,3:51:00 PM,10/25/2022 15:51,10,16.77,5.1312,0.0069,0.1028,0.2455,7.46,0.98
Site2,10/25/2022,3:56:00 PM,10/25/2022 15:56,10,16.77,5.1312,0.0069,0.1028,0.2455,7.46,0.98
Site2,10/25/2022,4:01:00 PM,10/25/2022 16:01,10,16.76,3.4854,0.0047,0.1028,0.2452,7.54,0.98
Site2,10/25/2022,4:06:00 PM,10/25/2022 16:06,10,16.76,3.4854,0.0047,0.1028,0.2452,7.54,0.98
Site2,10/25/2022,4:11:00 PM,10/25/2022 16:11,10,16.76,5.4701,0.0074,0.1028,0.2454,7.57,0.98
Site2,10/25/2022,4:16:00 PM,10/25/2022 16:16,10,16.76,5.4701,0.0074,0.1028,0.2454,7.57,0.98
Site2,10/25/2022,4:21:00 PM,10/25/2022 16:21,10,16.76,10.9846,0.0149,0.1028,0.2454,7.53,0.98
Site2,10/25/2022,4:26:00 PM,10/25/2022 16:26,10,16.76,10.9846,0.0149,0.1028,0.2454,7.53,0.98
Site2,10/25/2022,4:31:00 PM,10/25/2022 16:31,10,16.76,19.4886,0.0264,0.1028,0.2454,7.47,0.98
Site2,10/25/2022,4:36:00 PM,10/25/2022 16:36,10,16.76,19.4886,0.0264,0.1028,0.2454,7.47,0.98
Site2,10/25/2022,4:41:00 PM,10/25/2022 16:41,10,16.81,24.4496,0.0331,0.1029,0.2461,7.43,0.98
Site2,10/25/2022,4:46:00 PM,10/25/2022 16:46,10,16.81,24.4496,0.0331,0.1029,0.2461,7.43,0.98
Site2,10/25/2022,4:51:00 PM,10/25/2022 16:51,10,16.88,20.9864,0.0284,0.1031,0.2474,7.49,0.98
Site2,10/25/2022,4:56:00 PM,10/25/2022 16:56,10,16.88,20.9864,0.0284,0.1031,0.2474,7.49,0.98
Site2,10/25/2022,5:01:00 PM,10/25/2022 17:01,10,16.92,15.4453,0.0209,0.1032,0.248,7.52,0.98
Site2,10/25/2022,5:06:00 PM,10/25/2022 17:06,10,16.92,15.4453,0.0209,0.1032,0.248,7.52,0.98
Site2,10/25/2022,5:11:00 PM,10/25/2022 17:11,10,16.89,8.6225,0.0117,0.1031,0.2476,7.43,0.98
Site2,10/25/2022,5:16:00 PM,10/25/2022 17:16,10,16.89,8.6225,0.0117,0.1031,0.2476,7.43,0.98
Site2,10/25/2022,5:21:00 PM,10/25/2022 17:21,10,16.76,5.4508,0.0074,0.1028,0.2452,7.3,0.98
Site2,10/25/2022,5:26:00 PM,10/25/2022 17:26,10,16.76,5.4508,0.0074,0.1028,0.2452,7.3,0.98
Site2,10/25/2022,5:31:00 PM,10/25/2022 17:31,10,16.69,3.8184,0.0052,0.1026,0.2441,7.19,0.98
Site2,10/25/2022,5:36:00 PM,10/25/2022 17:36,10,16.69,3.8184,0.0052,0.1026,0.2441,7.19,0.98
Site2,10/25/2022,5:41:00 PM,10/25/2022 17:41,10,16.61,2.4812,0.0034,0.1024,0.2428,7.12,0.98
Site2,10/25/2022,5:46:00 PM,10/25/2022 17:46,10,16.61,2.4812,0.0034,0.1024,0.2428,7.12,0.98
Site2,10/25/2022,5:51:00 PM,10/25/2022 17:51,10,16.56,1.0763,0.0015,0.1023,0.242,7.08,0.98
Site2,10/25/2022,5:56:00 PM,10/25/2022 17:56,10,16.56,1.0763,0.0015,0.1023,0.242,7.08,0.98
Site2,10/25/2022,6:01:00 PM,10/25/2022 18:01,10,16.48,0.3193,0.0004,0.1021,0.2407,7.02,0.98
Site2,10/25/2022,6:06:00 PM,10/25/2022 18:06,10,16.48,0.3193,0.0004,0.1021,0.2407,7.02,0.98
Site2,10/25/2022,6:11:00 PM,10/25/2022 18:11,10,16.43,0.0416,0.0001,0.102,0.2398,6.98,0.98
Site2,10/25/2022,6:16:00 PM,10/25/2022 18:16,10,16.43,0.0416,0.0001,0.102,0.2398,6.98,0.98
Site2,10/25/2022,6:21:00 PM,10/25/2022 18:21,10,16.36,0,0,0.1018,0.2387,6.96,0.98
Site2,10/25/2022,6:26:00 PM,10/25/2022 18:26,10,16.36,0,0,0.1018,0.2387,6.96,0.98
Site2,10/25/2022,6:31:00 PM,10/25/2022 18:31,10,16.33,0,0,0.1018,0.2381,6.98,0.98
Site2,10/25/2022,6:36:00 PM,10/25/2022 18:36,10,16.33,0,0,0.1018,0.2381,6.98,0.98
Site2,10/25/2022,6:41:00 PM,10/25/2022 18:41,10,16.28,0,0,0.1016,0.2373,7.01,0.98
Site2,10/25/2022,6:46:00 PM,10/25/2022 18:46,10,16.28,0,0,0.1016,0.2373,7.01,0.98
Site2,10/25/2022,6:51:00 PM,10/25/2022 18:51,10,16.24,0,0,0.1015,0.2366,7,0.98
Site2,10/25/2022,6:56:00 PM,10/25/2022 18:56,10,16.24,0,0,0.1015,0.2366,7,0.98
Site2,10/25/2022,7:01:00 PM,10/25/2022 19:01,10,16.22,0,0,0.1015,0.2363,7.08,0.98
Site2,10/25/2022,7:06:00 PM,10/25/2022 19:06,10,16.22,0,0,0.1015,0.2363,7.08,0.98
Site2,10/25/2022,7:11:00 PM,10/25/2022 19:11,10,16.24,0,0,0.1015,0.2366,7.16,0.98
Site2,10/25/2022,7:16:00 PM,10/25/2022 19:16,10,16.24,0,0,0.1015,0.2366,7.16,0.98
Site2,10/25/2022,7:21:00 PM,10/25/2022 19:21,10,16.21,0,0,0.1015,0.2362,7.17,0.98
Site2,10/25/2022,7:26:00 PM,10/25/2022 19:26,10,16.21,0,0,0.1015,0.2362,7.17,0.98
Site2,10/25/2022,7:31:00 PM,10/25/2022 19:31,10,16.2,0,0,0.1014,0.236,7.29,0.98
Site2,10/25/2022,7:36:00 PM,10/25/2022 19:36,10,16.2,0,0,0.1014,0.236,7.29,0.98
Site2,10/25/2022,7:41:00 PM,10/25/2022 19:41,10,16.15,0,0,0.1013,0.2352,7.33,0.98
Site2,10/25/2022,7:46:00 PM,10/25/2022 19:46,10,16.15,0,0,0.1013,0.2352,7.33,0.98
Site2,10/25/2022,7:51:00 PM,10/25/2022 19:51,10,16.16,0,0,0.1013,0.2353,7.37,0.98
Site2,10/25/2022,7:56:00 PM,10/25/2022 19:56,10,16.16,0,0,0.1013,0.2353,7.37,0.98
Site2,10/25/2022,8:01:00 PM,10/25/2022 20:01,10,16.15,0,0,0.1013,0.2352,7.4,0.98
Site2,10/25/2022,8:06:00 PM,10/25/2022 20:06,10,16.15,0,0,0.1013,0.2352,7.4,0.98
Site2,10/25/2022,8:11:00 PM,10/25/2022 20:11,10,16.11,0,0,0.1012,0.2345,7.4,0.98
Site2,10/25/2022,8:16:00 PM,10/25/2022 20:16,10,16.11,0,0,0.1012,0.2345,7.4,0.98
Site2,10/25/2022,8:21:00 PM,10/25/2022 20:21,10,16.05,0,0,0.1011,0.2335,7.45,0.98
Site2,10/25/2022,8:26:00 PM,10/25/2022 20:26,10,16.05,0,0,0.1011,0.2335,7.45,0.98
Site2,10/25/2022,8:31:00 PM,10/25/2022 20:31,10,15.98,0,0,0.1009,0.2324,7.46,0.98
Site2,10/25/2022,8:36:00 PM,10/25/2022 20:36,10,15.98,0,0,0.1009,0.2324,7.46,0.98
Site2,10/25/2022,8:41:00 PM,10/25/2022 20:41,10,15.91,0,0,0.1007,0.2313,7.48,0.98
Site2,10/25/2022,8:46:00 PM,10/25/2022 20:46,10,15.91,0,0,0.1007,0.2313,7.48,0.98
Site2,10/25/2022,8:51:00 PM,10/25/2022 20:51,10,15.81,0,0,0.1005,0.2297,7.52,0.98
Site2,10/25/2022,8:56:00 PM,10/25/2022 20:56,10,15.81,0,0,0.1005,0.2297,7.52,0.98
Site2,10/25/2022,9:01:00 PM,10/25/2022 21:01,10,15.8,0,0,0.1005,0.2296,7.54,0.98
Site2,10/25/2022,9:06:00 PM,10/25/2022 21:06,10,15.8,0,0,0.1005,0.2296,7.54,0.98
Site2,10/25/2022,9:11:00 PM,10/25/2022 21:11,10,15.73,0,0,0.1003,0.2285,7.56,0.98
Site2,10/25/2022,9:16:00 PM,10/25/2022 21:16,10,15.73,0,0,0.1003,0.2285,7.56,0.98
Site2,10/25/2022,9:21:00 PM,10/25/2022 21:21,10,15.68,0,0,0.1002,0.2276,7.57,0.98
Site2,10/25/2022,9:26:00 PM,10/25/2022 21:26,10,15.68,0,0,0.1002,0.2276,7.57,0.98
Site2,10/25/2022,9:31:00 PM,10/25/2022 21:31,10,15.58,0,0,0.0999,0.226,7.59,0.98
Site2,10/25/2022,9:36:00 PM,10/25/2022 21:36,10,15.58,0,0,0.0999,0.226,7.59,0.98
Site2,10/25/2022,9:41:00 PM,10/25/2022 21:41,10,15.49,0,0,0.0997,0.2247,7.63,0.98
Site2,10/25/2022,9:46:00 PM,10/25/2022 21:46,10,15.49,0,0,0.0997,0.2247,7.63,0.98
Site2,10/25/2022,9:51:00 PM,10/25/2022 21:51,10,15.47,0,0,0.0997,0.2243,7.65,0.98
Site2,10/25/2022,9:56:00 PM,10/25/2022 21:56,10,15.47,0,0,0.0997,0.2243,7.65,0.98
Site2,10/25/2022,10:01:00 PM,10/25/2022 22:01,10,15.39,0,0,0.0995,0.2231,7.68,0.98
Site2,10/25/2022,10:06:00 PM,10/25/2022 22:06,10,15.39,0,0,0.0995,0.2231,7.68,0.98
Site2,10/25/2022,10:11:00 PM,10/25/2022 22:11,10,15.29,0,0,0.0993,0.2215,7.74,0.98
Site2,10/25/2022,10:16:00 PM,10/25/2022 22:16,10,15.29,0,0,0.0993,0.2215,7.74,0.98
Site2,10/25/2022,10:21:00 PM,10/25/2022 22:21,10,15.21,0,0,0.0991,0.2203,7.76,0.98
Site2,10/25/2022,10:26:00 PM,10/25/2022 22:26,10,15.21,0,0,0.0991,0.2203,7.76,0.98
Site2,10/25/2022,10:31:00 PM,10/25/2022 22:31,10,15.15,0,0,0.0989,0.2194,7.78,0.98
Site2,10/25/2022,10:36:00 PM,10/25/2022 22:36,10,15.15,0,0,0.0989,0.2194,7.78,0.98
Site2,10/25/2022,10:41:00 PM,10/25/2022 22:41,10,15.1,0,0,0.0988,0.2186,7.79,0.98
Site2,10/25/2022,10:46:00 PM,10/25/2022 22:46,10,15.1,0,0,0.0988,0.2186,7.79,0.98
Site2,10/25/2022,10:51:00 PM,10/25/2022 22:51,10,15.07,0,0,0.0987,0.2182,7.8,0.98
Site2,10/25/2022,10:56:00 PM,10/25/2022 22:56,10,15.07,0,0,0.0987,0.2182,7.8,0.98
Site2,10/25/2022,11:01:00 PM,10/25/2022 23:01,10,15.04,0,0,0.0987,0.2177,7.84,0.98
Site2,10/25/2022,11:06:00 PM,10/25/2022 23:06,10,15.04,0,0,0.0987,0.2177,7.84,0.98
Site2,10/25/2022,11:11:00 PM,10/25/2022 23:11,10,15,0,0,0.0986,0.2172,7.84,0.98
Site2,10/25/2022,11:16:00 PM,10/25/2022 23:16,10,15,0,0,0.0986,0.2172,7.84,0.98
Site2,10/25/2022,11:21:00 PM,10/25/2022 23:21,10,14.94,0,0,0.0984,0.2163,7.84,0.98
Site2,10/25/2022,11:26:00 PM,10/25/2022 23:26,10,14.94,0,0,0.0984,0.2163,7.84,0.98
Site2,10/25/2022,11:31:00 PM,10/25/2022 23:31,10,14.91,0,0,0.0984,0.2158,7.86,0.98
Site2,10/25/2022,11:36:00 PM,10/25/2022 23:36,10,14.91,0,0,0.0984,0.2158,7.86,0.98
Site2,10/25/2022,11:41:00 PM,10/25/2022 23:41,10,14.87,0,0,0.0983,0.2151,7.88,0.98
Site2,10/25/2022,11:46:00 PM,10/25/2022 23:46,10,14.87,0,0,0.0983,0.2151,7.88,0.98
Site2,10/25/2022,11:51:00 PM,10/25/2022 23:51,10,14.79,0,0,0.0981,0.214,7.9,0.98
Site2,10/25/2022,11:56:00 PM,10/25/2022 23:56,10,14.79,0,0,0.0981,0.214,7.9,0.98
Site2,10/26/2022,12:01:00 AM,10/26/2022 0:01,10,14.72,0,0,0.0681,0.1434,7.91,0.99
Site2,10/26/2022,12:06:00 AM,10/26/2022 0:06,10,14.72,0,0,0.0681,0.1434,7.91,0.99
Site2,10/26/2022,12:11:00 AM,10/26/2022 0:11,10,14.69,0,0,0.068,0.1431,7.93,0.99
Site2,10/26/2022,12:16:00 AM,10/26/2022 0:16,10,14.69,0,0,0.068,0.1431,7.93,0.99
Site2,10/26/2022,12:21:00 AM,10/26/2022 0:21,10,14.62,0,0,0.0679,0.1425,7.92,0.99
Site2,10/26/2022,12:26:00 AM,10/26/2022 0:26,10,14.62,0,0,0.0679,0.1425,7.92,0.99
Site2,10/26/2022,12:31:00 AM,10/26/2022 0:31,10,14.53,0,0,0.0678,0.1416,7.97,0.99
Site2,10/26/2022,12:36:00 AM,10/26/2022 0:36,10,14.53,0,0,0.0678,0.1416,7.97,0.99
Site2,10/26/2022,12:41:00 AM,10/26/2022 0:41,10,14.43,0,0,0.0676,0.1405,7.99,0.99
Site2,10/26/2022,12:46:00 AM,10/26/2022 0:46,10,14.43,0,0,0.0676,0.1405,7.99,0.99
Site2,10/26/2022,12:51:00 AM,10/26/2022 0:51,10,14.37,0,0,0.0675,0.14,7.99,0.99
Site2,10/26/2022,12:56:00 AM,10/26/2022 0:56,10,14.37,0,0,0.0675,0.14,7.99,0.99
Site2,10/26/2022,1:01:00 AM,10/26/2022 1:01,10,14.3,0,0,0.0674,0.1393,8,0.99
Site2,10/26/2022,1:06:00 AM,10/26/2022 1:06,10,14.3,0,0,0.0674,0.1393,8,0.99
Site2,10/26/2022,1:11:00 AM,10/26/2022 1:11,10,14.26,0,0,0.0674,0.139,8.02,0.99
Site2,10/26/2022,1:16:00 AM,10/26/2022 1:16,10,14.26,0,0,0.0674,0.139,8.02,0.99
Site2,10/26/2022,1:21:00 AM,10/26/2022 1:21,10,14.21,0,0,0.0673,0.1385,8.02,0.99
Site2,10/26/2022,1:26:00 AM,10/26/2022 1:26,10,14.21,0,0,0.0673,0.1385,8.02,0.99
Site2,10/26/2022,1:31:00 AM,10/26/2022 1:31,10,14.12,0,0,0.0671,0.1376,8.02,0.99
Site2,10/26/2022,1:36:00 AM,10/26/2022 1:36,10,14.12,0,0,0.0671,0.1376,8.02,0.99
Site2,10/26/2022,1:41:00 AM,10/26/2022 1:41,10,14.03,0,0,0.067,0.1367,8.04,0.99
Site2,10/26/2022,1:46:00 AM,10/26/2022 1:46,10,14.03,0,0,0.067,0.1367,8.04,0.99
Site2,10/26/2022,1:51:00 AM,10/26/2022 1:51,10,13.97,0,0,0.0669,0.1362,8.06,0.99
Site2,10/26/2022,1:56:00 AM,10/26/2022 1:56,10,13.97,0,0,0.0669,0.1362,8.06,0.99
Site2,10/26/2022,2:01:00 AM,10/26/2022 2:01,10,13.91,0,0,0.0668,0.1356,8.07,0.99
Site2,10/26/2022,2:06:00 AM,10/26/2022 2:06,10,13.91,0,0,0.0668,0.1356,8.07,0.99
Site2,10/26/2022,2:11:00 AM,10/26/2022 2:11,10,13.8,0,0,0.0666,0.1346,8.09,0.99
Site2,10/26/2022,2:16:00 AM,10/26/2022 2:16,10,13.8,0,0,0.0666,0.1346,8.09,0.99
Site2,10/26/2022,2:21:00 AM,10/26/2022 2:21,10,13.77,0,0,0.0666,0.1343,8.11,0.99
Site2,10/26/2022,2:26:00 AM,10/26/2022 2:26,10,13.77,0,0,0.0666,0.1343,8.11,0.99
Site2,10/26/2022,2:31:00 AM,10/26/2022 2:31,10,13.69,0,0,0.0664,0.1335,8.11,0.99
Site2,10/26/2022,2:36:00 AM,10/26/2022 2:36,10,13.69,0,0,0.0664,0.1335,8.11,0.99
Site2,10/26/2022,2:41:00 AM,10/26/2022 2:41,10,13.63,0,0,0.0663,0.133,8.14,0.99
Site2,10/26/2022,2:46:00 AM,10/26/2022 2:46,10,13.63,0,0,0.0663,0.133,8.14,0.99
Site2,10/26/2022,2:51:00 AM,10/26/2022 2:51,10,13.57,0,0,0.0663,0.1325,8.16,0.99
Site2,10/26/2022,2:56:00 AM,10/26/2022 2:56,10,13.57,0,0,0.0663,0.1325,8.16,0.99
Site2,10/26/2022,3:01:00 AM,10/26/2022 3:01,10,13.5,0,0,0.0661,0.1318,8.17,0.99
Site2,10/26/2022,3:06:00 AM,10/26/2022 3:06,10,13.5,0,0,0.0661,0.1318,8.17,0.99
Site2,10/26/2022,3:11:00 AM,10/26/2022 3:11,10,13.47,0,0,0.0661,0.1315,8.15,0.99
Site2,10/26/2022,3:16:00 AM,10/26/2022 3:16,10,13.47,0,0,0.0661,0.1315,8.15,0.99
Site2,10/26/2022,3:21:00 AM,10/26/2022 3:21,10,13.42,0,0,0.066,0.1311,8.21,0.99
Site2,10/26/2022,3:26:00 AM,10/26/2022 3:26,10,13.42,0,0,0.066,0.1311,8.21,0.99
Site2,10/26/2022,3:31:00 AM,10/26/2022 3:31,10,13.39,0,0,0.066,0.1308,8.22,0.99
Site2,10/26/2022,3:36:00 AM,10/26/2022 3:36,10,13.39,0,0,0.066,0.1308,8.22,0.99
Site2,10/26/2022,3:41:00 AM,10/26/2022 3:41,10,13.34,0,0,0.0659,0.1303,8.23,0.99
Site2,10/26/2022,3:46:00 AM,10/26/2022 3:46,10,13.34,0,0,0.0659,0.1303,8.23,0.99
Site2,10/26/2022,3:51:00 AM,10/26/2022 3:51,10,13.28,0,0,0.0658,0.1298,8.25,0.99
Site2,10/26/2022,3:56:00 AM,10/26/2022 3:56,10,13.28,0,0,0.0658,0.1298,8.25,0.99
Site2,10/26/2022,4:01:00 AM,10/26/2022 4:01,10,13.25,0,0,0.0658,0.1295,8.25,0.99
Site2,10/26/2022,4:06:00 AM,10/26/2022 4:06,10,13.25,0,0,0.0658,0.1295,8.25,0.99
Site2,10/26/2022,4:11:00 AM,10/26/2022 4:11,10,13.18,0,0,0.0656,0.1289,8.27,0.99
Site2,10/26/2022,4:16:00 AM,10/26/2022 4:16,10,13.18,0,0,0.0656,0.1289,8.27,0.99
Site2,10/26/2022,4:21:00 AM,10/26/2022 4:21,10,13.15,0,0,0.0656,0.1286,8.26,0.99
Site2,10/26/2022,4:26:00 AM,10/26/2022 4:26,10,13.15,0,0,0.0656,0.1286,8.26,0.99
Site2,10/26/2022,4:31:00 AM,10/26/2022 4:31,10,13.07,0,0,0.0655,0.1279,8.31,0.99
Site2,10/26/2022,4:36:00 AM,10/26/2022 4:36,10,13.07,0,0,0.0655,0.1279,8.31,0.99
Site2,10/26/2022,4:41:00 AM,10/26/2022 4:41,10,13.05,0,0,0.0654,0.1278,8.29,0.99
Site2,10/26/2022,4:46:00 AM,10/26/2022 4:46,10,13.05,0,0,0.0654,0.1278,8.29,0.99
Site2,10/26/2022,4:51:00 AM,10/26/2022 4:51,10,13,0,0,0.0654,0.1273,8.31,0.99
Site2,10/26/2022,4:56:00 AM,10/26/2022 4:56,10,13,0,0,0.0654,0.1273,8.31,0.99
Site2,10/26/2022,5:01:00 AM,10/26/2022 5:01,10,12.98,0,0,0.0653,0.1271,8.31,0.99
Site2,10/26/2022,5:06:00 AM,10/26/2022 5:06,10,12.98,0,0,0.0653,0.1271,8.31,0.99
Site2,10/26/2022,5:11:00 AM,10/26/2022 5:11,10,12.95,0,0,0.0653,0.1269,8.3,0.99
Site2,10/26/2022,5:16:00 AM,10/26/2022 5:16,10,12.95,0,0,0.0653,0.1269,8.3,0.99
Site2,10/26/2022,5:21:00 AM,10/26/2022 5:21,10,12.91,0,0,0.0652,0.1265,8.32,0.99
Site2,10/26/2022,5:26:00 AM,10/26/2022 5:26,10,12.91,0,0,0.0652,0.1265,8.32,0.99
Site2,10/26/2022,5:31:00 AM,10/26/2022 5:31,10,12.9,0,0,0.0652,0.1264,8.36,0.99
Site2,10/26/2022,5:36:00 AM,10/26/2022 5:36,10,12.9,0,0,0.0652,0.1264,8.36,0.99
Site2,10/26/2022,5:41:00 AM,10/26/2022 5:41,10,12.87,0,0,0.0652,0.1262,8.35,0.99
Site2,10/26/2022,5:46:00 AM,10/26/2022 5:46,10,12.87,0,0,0.0652,0.1262,8.35,0.99
Site2,10/26/2022,5:51:00 AM,10/26/2022 5:51,10,12.83,0,0,0.0651,0.1258,8.38,0.99
Site2,10/26/2022,5:56:00 AM,10/26/2022 5:56,10,12.83,0,0,0.0651,0.1258,8.38,0.99
Site2,10/26/2022,6:01:00 AM,10/26/2022 6:01,10,12.79,0,0,0.065,0.1254,8.39,0.99
Site2,10/26/2022,6:06:00 AM,10/26/2022 6:06,10,12.79,0,0,0.065,0.1254,8.39,0.99
Site2,10/26/2022,6:11:00 AM,10/26/2022 6:11,10,12.74,0,0,0.065,0.1251,8.4,0.99
Site2,10/26/2022,6:16:00 AM,10/26/2022 6:16,10,12.74,0,0,0.065,0.1251,8.4,0.99
Site2,10/26/2022,6:21:00 AM,10/26/2022 6:21,10,12.71,0,0,0.0649,0.1248,8.41,0.99
Site2,10/26/2022,6:26:00 AM,10/26/2022 6:26,10,12.71,0,0,0.0649,0.1248,8.41,0.99
Site2,10/26/2022,6:31:00 AM,10/26/2022 6:31,10,12.66,0,0,0.0648,0.1244,8.41,0.99
Site2,10/26/2022,6:36:00 AM,10/26/2022 6:36,10,12.66,0,0,0.0648,0.1244,8.41,0.99
Site2,10/26/2022,6:41:00 AM,10/26/2022 6:41,10,12.66,0.0226,0,0.0648,0.1244,8.41,0.99
Site2,10/26/2022,6:46:00 AM,10/26/2022 6:46,10,12.66,0.0226,0,0.0648,0.1244,8.41,0.99
Site2,10/26/2022,6:51:00 AM,10/26/2022 6:51,10,12.63,0.2124,0.0002,0.0648,0.1241,8.43,0.99
Site2,10/26/2022,6:56:00 AM,10/26/2022 6:56,10,12.63,0.2124,0.0002,0.0648,0.1241,8.43,0.99
Site2,10/26/2022,7:01:00 AM,10/26/2022 7:01,10,12.58,0.6582,0.0007,0.0647,0.1237,8.46,0.99
Site2,10/26/2022,7:06:00 AM,10/26/2022 7:06,10,12.58,0.6582,0.0007,0.0647,0.1237,8.46,0.99
Site2,10/26/2022,7:11:00 AM,10/26/2022 7:11,10,12.57,1.3845,0.0015,0.0647,0.1236,8.48,0.99
Site2,10/26/2022,7:16:00 AM,10/26/2022 7:16,10,12.57,1.3845,0.0015,0.0647,0.1236,8.48,0.99
Site2,10/26/2022,7:21:00 AM,10/26/2022 7:21,10,12.56,2.3451,0.0025,0.0647,0.1235,8.48,0.99
Site2,10/26/2022,7:26:00 AM,10/26/2022 7:26,10,12.56,2.3451,0.0025,0.0647,0.1235,8.48,0.99
Site2,10/26/2022,7:31:00 AM,10/26/2022 7:31,10,12.53,3.9472,0.0041,0.0646,0.1232,8.49,0.99
Site2,10/26/2022,7:36:00 AM,10/26/2022 7:36,10,12.53,3.9472,0.0041,0.0646,0.1232,8.49,0.99
Site2,10/26/2022,7:41:00 AM,10/26/2022 7:41,10,12.49,5.439,0.0057,0.0646,0.1229,8.55,0.99
Site2,10/26/2022,7:46:00 AM,10/26/2022 7:46,10,12.49,5.439,0.0057,0.0646,0.1229,8.55,0.99
Site2,10/26/2022,7:51:00 AM,10/26/2022 7:51,10,12.47,7.2964,0.0077,0.0645,0.1227,8.59,0.99
Site2,10/26/2022,7:56:00 AM,10/26/2022 7:56,10,12.47,7.2964,0.0077,0.0645,0.1227,8.59,0.99
Site2,10/26/2022,8:01:00 AM,10/26/2022 8:01,10,12.45,9.5845,0.0101,0.0645,0.1226,8.64,0.99
Site2,10/26/2022,8:06:00 AM,10/26/2022 8:06,10,12.45,9.5845,0.0101,0.0645,0.1226,8.64,0.99
Site2,10/26/2022,8:11:00 AM,10/26/2022 8:11,10,12.46,11.917,0.0125,0.0645,0.1226,8.7,0.99
Site2,10/26/2022,8:16:00 AM,10/26/2022 8:16,10,12.46,11.917,0.0125,0.0645,0.1226,8.7,0.99
Site2,10/26/2022,8:21:00 AM,10/26/2022 8:21,10,12.42,19.3643,0.0203,0.0645,0.1223,8.76,0.99
Site2,10/26/2022,8:26:00 AM,10/26/2022 8:26,10,12.42,19.3643,0.0203,0.0645,0.1223,8.76,0.99
Site2,10/26/2022,8:31:00 AM,10/26/2022 8:31,10,12.43,29.4579,0.0309,0.0645,0.1224,8.84,0.99
Site2,10/26/2022,8:36:00 AM,10/26/2022 8:36,10,12.43,29.4579,0.0309,0.0645,0.1224,8.84,0.99
